time,sn_day_avg,sn_day_max,sn_day_min,sm_day_avg,sm_day_max,sm_day_min,sx_day_avg,sx_day_max,sx_day_min,dn_day_avg,dn_day_max,dn_day_min,dm_day_avg,dm_day_max,dm_day_min,dx_day_avg,dx_day_max,dx_day_min,ta_day_avg,ta_day_max,ta_day_min,pa_day_avg,pa_day_max,pa_day_min,tp_day_avg,tp_day_max,tp_day_min,ua_day_avg,ua_day_max,ua_day_min,rc_day_avg,rc_day_max,rc_day_min,rd_day_avg,rd_day_max,rd_day_min,ri_day_avg,ri_day_max,ri_day_min,rp_day_avg,rp_day_max,rp_day_min,
2016-04-29 01:00:00+02,0.46,3.80,0.00,1.46,6.30,0.10,2.52,8.90,0.30,164.12,359.00,0.00,141.38,359.00,0.00,166.42,359.00,0.00,9.54,14.20,3.50,994.06,995.10,992.50,10.27,15.60,4.00,52.83,80.00,29.70,0.00,0.03,0.00,23.29,550.00,0.00,0.00,0.00,0.00,0.01,0.20,0.00,
2016-04-30 01:00:00+02,0.55,3.90,0.00,1.78,5.60,0.10,3.03,7.60,0.30,156.50,359.00,0.00,126.96,359.00,0.00,148.54,358.00,0.00,10.38,15.20,5.90,993.42,994.20,992.40,10.91,16.30,5.80,62.80,76.60,42.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-01 01:00:00+02,0.65,3.90,0.00,1.91,4.60,0.30,3.21,7.10,0.80,149.71,359.00,0.00,58.08,358.00,3.00,113.38,295.00,29.00,11.33,16.50,7.00,993.42,994.20,992.70,11.73,17.10,6.90,66.56,82.70,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-02 01:00:00+02,0.71,4.70,0.00,1.90,5.90,0.10,3.09,8.30,0.30,205.50,359.00,0.00,78.96,359.00,0.00,90.04,359.00,1.00,12.79,16.60,9.60,993.02,994.90,990.20,13.21,17.50,9.80,59.56,70.50,47.40,0.09,0.14,0.00,221.62,410.00,0.00,0.01,2.50,0.00,2.01,3.00,0.00,
2016-05-03 01:00:00+02,0.68,4.50,0.00,2.07,6.90,0.10,3.49,10.30,0.40,190.25,359.00,0.00,77.50,359.00,0.00,118.25,357.00,0.00,14.35,19.30,10.70,987.13,990.20,984.50,14.81,20.10,10.60,60.08,77.40,33.60,0.01,0.14,0.00,17.38,410.00,0.00,0.00,0.00,0.00,0.13,3.00,0.00,
2016-05-04 01:00:00+02,0.64,4.20,0.00,1.87,7.80,0.20,3.11,11.70,0.40,213.91,359.00,0.00,244.39,359.00,0.00,208.78,359.00,0.00,13.34,20.20,8.80,991.56,996.80,987.30,13.89,21.80,8.90,63.80,82.80,30.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-05 01:00:00+02,0.72,3.70,0.00,2.15,7.10,0.20,3.47,9.60,0.60,205.78,357.00,7.00,258.30,354.00,9.00,243.43,359.00,0.00,12.80,16.60,9.70,996.68,998.20,995.20,13.17,17.30,9.80,70.79,81.00,55.30,1.66,5.28,0.00,814.00,2670.00,0.00,0.23,35.30,0.00,16.13,38.20,0.00,
2016-05-06 01:00:00+02,0.50,3.80,0.00,1.38,5.50,0.20,2.29,8.70,0.40,207.04,359.00,0.00,187.91,359.00,0.00,160.43,359.00,0.00,14.42,20.70,7.10,993.63,995.60,991.40,15.03,22.50,7.00,55.01,85.80,22.90,0.24,5.28,0.00,127.78,2670.00,0.00,0.00,0.10,0.00,1.72,38.20,0.00,
2016-05-07 01:00:00+02,0.63,4.20,0.00,2.10,7.80,0.10,3.64,12.30,0.30,157.22,359.00,0.00,117.35,354.00,0.00,163.04,356.00,1.00,13.87,18.10,7.10,991.79,992.70,991.10,14.39,19.30,7.00,52.38,81.80,31.40,0.00,0.01,0.00,1.35,30.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,
2016-05-08 01:00:00+02,0.63,3.90,0.00,1.94,5.30,0.20,3.23,7.90,0.60,127.96,359.00,0.00,70.17,356.00,2.00,125.61,298.00,39.00,13.55,17.00,11.50,992.49,993.50,991.50,13.98,18.40,11.70,67.55,79.60,53.00,2.99,6.31,0.00,1274.83,2690.00,0.00,0.27,53.40,0.00,26.67,56.00,0.00,
2016-05-09 01:00:00+02,0.53,3.50,0.00,1.61,5.40,0.10,2.71,8.30,0.20,151.91,359.00,0.00,94.74,359.00,0.00,137.61,359.00,2.00,12.75,17.90,9.40,993.79,995.00,993.00,13.16,19.30,9.60,69.72,85.10,47.80,0.46,6.31,0.00,1484.22,2690.00,0.00,0.01,1.40,0.00,3.22,56.00,0.00,
2016-05-10 01:00:00+02,0.58,4.40,0.00,1.95,5.70,0.10,3.36,9.50,0.30,130.74,359.00,0.00,108.70,357.00,1.00,150.70,359.00,4.00,15.08,22.00,8.60,990.97,993.80,987.90,15.65,23.00,8.60,58.03,85.30,28.10,0.02,0.35,0.00,122.96,2660.00,0.00,0.00,0.00,0.00,0.06,1.40,0.00,
2016-05-11 01:00:00+02,0.50,3.30,0.00,1.54,6.30,0.10,2.60,8.70,0.30,158.22,359.00,0.00,154.30,359.00,0.00,171.83,359.00,0.00,16.58,22.90,9.30,985.50,988.10,982.00,17.35,24.30,9.40,52.22,79.20,31.80,0.00,0.00,0.00,0.43,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-12 01:00:00+02,0.67,4.80,0.00,2.27,7.00,0.10,3.97,10.90,0.20,139.09,359.00,0.00,92.04,359.00,0.00,137.65,358.00,0.00,17.74,22.80,10.80,977.32,982.00,972.00,18.32,23.70,10.70,50.11,76.70,30.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-13 01:00:00+02,0.75,4.20,0.00,2.44,6.50,0.30,4.12,10.10,0.80,142.96,359.00,0.00,129.26,357.00,22.00,162.26,359.00,0.00,14.88,18.30,12.70,969.15,972.00,968.20,15.17,19.30,12.80,68.53,84.70,53.30,1.32,12.52,0.00,2999.78,19090.00,0.00,0.47,24.70,0.00,4.41,26.30,0.00,
2016-05-14 01:00:00+02,0.68,3.40,0.00,2.16,6.40,0.40,3.61,9.50,1.10,221.00,313.00,76.00,277.57,341.00,219.00,242.52,359.00,0.00,13.86,16.70,10.90,972.10,979.60,968.80,14.02,17.30,11.10,76.07,85.20,56.70,3.21,12.76,0.00,14239.09,20940.00,20.00,0.14,9.70,0.00,9.55,26.30,0.00,
2016-05-15 01:00:00+02,0.88,5.90,0.00,2.72,8.30,0.20,4.50,10.90,0.40,209.09,322.00,42.00,265.17,359.00,207.00,261.04,359.00,0.00,10.07,13.00,6.30,984.69,988.20,979.60,10.47,13.70,6.10,49.68,66.30,31.80,0.16,3.42,0.00,822.78,17470.00,0.00,0.00,1.00,0.00,0.81,10.10,0.00,
2016-05-16 01:00:00+02,0.73,4.80,0.00,2.38,7.50,0.20,3.97,11.30,0.60,208.00,322.00,49.00,265.39,358.00,166.00,249.26,359.00,0.00,8.81,13.20,5.10,988.60,989.50,987.70,9.25,14.00,5.30,54.49,73.60,35.00,0.00,0.03,0.00,6.17,140.00,0.00,0.00,0.00,0.00,0.04,1.00,0.00,
2016-05-17 01:00:00+02,0.72,4.90,0.00,2.14,8.00,0.20,3.52,15.70,0.40,198.87,307.00,34.00,253.70,348.00,142.00,239.00,359.00,0.00,7.63,12.00,4.70,988.33,989.10,987.50,8.00,12.80,4.90,65.72,80.70,39.40,0.87,2.45,0.00,1071.74,4580.00,0.00,0.10,43.10,0.00,18.02,45.90,0.00,
2016-05-18 01:00:00+02,0.40,2.60,0.00,1.13,3.60,0.10,1.84,5.70,0.30,208.65,359.00,2.00,244.09,359.00,0.00,208.61,359.00,0.00,8.83,12.40,6.80,987.35,988.30,986.40,9.07,13.20,6.80,74.73,83.10,57.50,1.81,2.84,0.00,5778.96,8030.00,20.00,0.12,21.60,0.00,14.51,45.90,0.00,
2016-05-19 01:00:00+02,0.48,3.40,0.00,1.47,5.10,0.10,2.48,7.70,0.30,165.43,359.00,0.00,114.48,359.00,0.00,127.39,359.00,0.00,12.74,18.60,6.60,986.48,988.60,985.50,13.37,20.10,6.50,57.13,83.40,33.10,0.13,2.84,0.00,354.96,8030.00,0.00,0.00,0.00,0.00,0.95,21.60,0.00,
2016-05-20 01:00:00+02,0.48,4.10,0.00,1.35,6.10,0.10,2.20,12.60,0.30,231.35,359.00,3.00,255.61,359.00,0.00,182.52,359.00,0.00,14.60,21.00,6.30,989.86,991.30,988.60,15.23,22.20,6.20,51.25,80.80,25.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-21 01:00:00+02,0.50,4.00,0.00,1.45,6.00,0.10,2.39,7.80,0.30,215.57,359.00,0.00,248.35,359.00,0.00,195.35,359.00,0.00,16.97,23.70,8.60,992.00,992.90,991.10,17.62,25.10,8.50,50.98,77.50,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-22 01:00:00+02,0.39,2.70,0.00,1.20,4.20,0.10,2.05,7.00,0.30,175.91,359.00,0.00,172.83,358.00,0.00,169.65,359.00,0.00,19.54,26.20,10.40,990.08,992.40,987.20,20.53,28.00,10.40,48.63,78.10,27.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-23 01:00:00+02,0.47,3.70,0.00,1.65,6.00,0.10,2.92,9.80,0.30,156.17,359.00,0.00,141.35,359.00,0.00,150.35,359.00,0.00,21.29,28.10,12.20,983.89,987.30,980.80,22.20,29.60,12.20,46.33,77.70,24.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-24 01:00:00+02,0.79,4.20,0.00,2.64,7.80,0.20,4.56,12.50,0.50,156.30,359.00,0.00,74.17,359.00,0.00,112.13,357.00,1.00,20.80,26.20,15.00,979.42,981.10,977.70,21.40,27.20,15.20,45.45,67.70,26.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-25 01:00:00+02,0.68,3.80,0.00,1.89,7.40,0.20,3.08,12.60,0.40,216.04,357.00,0.00,237.13,359.00,0.00,190.57,359.00,0.00,17.30,24.20,11.90,982.71,986.00,980.40,17.80,25.60,11.90,54.12,76.60,26.30,0.63,2.18,0.00,268.17,940.00,0.00,0.09,36.30,0.00,11.66,40.30,0.00,
2016-05-26 01:00:00+02,0.70,3.30,0.00,2.12,5.20,0.10,3.42,7.60,0.30,217.13,343.00,44.00,269.65,356.00,47.00,250.00,359.00,0.00,16.15,20.30,12.50,989.06,991.40,985.90,16.61,21.40,12.40,68.04,80.50,51.70,0.10,2.18,0.00,41.57,940.00,0.00,0.00,0.00,0.00,1.78,40.30,0.00,
2016-05-27 01:00:00+02,0.39,2.60,0.00,1.20,3.90,0.10,2.04,6.00,0.30,169.78,359.00,0.00,168.70,359.00,0.00,174.09,359.00,0.00,18.82,25.70,10.10,990.69,991.90,989.30,19.65,27.90,10.00,55.50,83.20,30.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-28 01:00:00+02,0.41,3.50,0.00,1.22,4.30,0.10,2.07,6.10,0.20,163.70,359.00,0.00,187.43,359.00,0.00,210.48,359.00,0.00,21.54,27.50,15.30,988.47,990.00,986.80,22.39,29.60,15.30,50.69,73.70,32.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-05-29 01:00:00+02,0.49,4.20,0.00,1.51,7.60,0.10,2.55,13.90,0.30,167.26,359.00,0.00,164.52,358.00,0.00,177.43,358.00,0.00,20.20,28.40,15.80,984.23,987.10,982.40,20.72,29.90,15.70,63.94,83.00,34.20,1.01,3.48,0.00,1490.87,5300.00,0.00,0.15,25.00,0.00,7.65,25.50,0.00,
2016-05-30 01:00:00+02,0.53,3.10,0.00,1.66,6.50,0.10,2.82,10.90,0.30,154.70,359.00,0.00,136.70,358.00,0.00,175.13,359.00,0.00,21.42,26.60,15.30,981.70,982.60,980.50,22.00,27.80,15.10,56.63,83.00,34.30,0.15,3.48,0.00,251.04,5300.00,0.00,0.00,0.00,0.00,1.18,25.50,0.00,
2016-05-31 01:00:00+02,0.43,4.10,0.00,1.18,6.50,0.10,1.91,9.60,0.30,199.83,359.00,0.00,212.57,359.00,0.00,186.65,359.00,1.00,19.24,26.10,15.70,982.79,985.10,981.90,19.84,28.50,15.70,67.47,81.40,44.00,1.58,4.08,0.00,1289.09,3490.00,0.00,0.17,42.10,0.00,19.26,49.10,0.00,
2016-06-01 01:00:00+02,0.52,4.70,0.00,1.62,8.90,0.10,2.73,12.10,0.40,185.57,359.00,0.00,203.17,359.00,0.00,192.09,359.00,0.00,19.31,26.90,14.30,985.52,987.00,983.90,20.10,28.40,14.30,58.64,81.60,29.10,0.18,4.08,0.00,190.30,3490.00,0.00,0.00,0.30,0.00,2.21,49.10,0.00,
2016-06-02 01:00:00+02,0.38,2.30,0.00,1.05,3.40,0.10,1.71,4.70,0.20,202.57,359.00,0.00,188.74,359.00,0.00,159.17,359.00,0.00,14.95,17.20,12.40,985.42,986.60,984.30,15.14,17.70,12.50,78.00,84.80,66.20,2.15,4.93,0.00,7293.26,18480.00,0.00,0.20,7.80,0.00,4.11,8.50,0.00,
2016-06-03 01:00:00+02,0.52,2.80,0.00,1.71,4.60,0.10,2.87,7.20,0.30,122.61,359.00,0.00,97.70,359.00,1.00,149.48,358.00,3.00,16.92,20.90,14.00,984.86,985.70,984.10,17.26,21.90,13.90,71.94,85.10,52.90,0.22,4.93,0.00,817.22,18500.00,0.00,0.00,0.00,0.00,0.38,8.50,0.00,
2016-06-04 01:00:00+02,0.48,3.40,0.00,1.36,5.30,0.10,2.23,7.70,0.30,199.13,359.00,0.00,157.61,359.00,0.00,149.17,359.00,0.00,18.68,23.90,12.00,985.76,986.80,985.00,19.38,25.80,11.80,54.87,83.40,33.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-06-05 01:00:00+02,0.48,3.70,0.00,1.32,8.70,0.10,2.14,13.10,0.40,224.17,359.00,0.00,204.04,359.00,0.00,167.30,359.00,0.00,19.12,25.30,11.70,987.90,990.80,986.70,19.87,27.60,11.70,56.79,81.70,34.80,1.96,4.74,0.00,542.48,1360.00,0.00,0.21,46.30,0.00,23.89,57.30,0.00,
2016-06-06 01:00:00+02,0.76,4.20,0.00,2.05,6.50,0.20,3.37,9.10,0.50,268.70,359.00,0.00,128.91,359.00,0.00,75.74,359.00,0.00,16.43,20.50,11.30,993.66,996.10,990.80,17.14,21.90,11.20,41.17,56.50,26.80,0.21,4.74,0.00,60.13,1360.00,0.00,0.00,0.00,0.00,2.53,57.30,0.00,
2016-06-07 01:00:00+02,0.42,3.90,0.00,1.31,4.60,0.10,2.25,7.00,0.30,201.83,359.00,0.00,146.74,359.00,0.00,138.35,358.00,0.00,15.40,20.70,8.60,996.74,998.30,995.20,16.27,22.00,8.60,41.97,67.90,25.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-06-08 01:00:00+02,0.35,2.90,0.00,1.10,4.20,0.10,1.88,6.30,0.30,185.74,356.00,6.00,248.17,358.00,1.00,203.30,359.00,0.00,17.49,24.90,8.00,991.32,995.50,986.90,18.38,26.10,8.00,43.68,76.20,19.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-06-09 01:00:00+02,0.70,4.10,0.00,1.96,6.30,0.10,3.21,9.50,0.30,220.26,359.00,5.00,266.00,359.00,0.00,206.13,359.00,0.00,17.14,21.90,11.50,986.42,987.10,985.60,17.65,23.10,11.50,55.50,72.90,40.80,0.05,0.10,0.00,66.78,140.00,0.00,0.00,4.10,0.00,2.05,4.30,0.00,
2016-06-10 01:00:00+02,0.74,5.30,0.00,2.16,9.10,0.10,3.47,13.10,0.20,199.48,352.00,25.00,248.17,357.00,4.00,242.61,359.00,0.00,16.73,22.60,10.50,983.61,986.50,980.70,17.31,23.40,10.40,57.38,80.00,32.90,0.35,1.45,0.00,289.22,1190.00,0.00,0.06,17.10,0.00,4.61,18.10,0.00,
2016-06-11 01:00:00+02,0.49,3.60,0.00,1.28,4.70,0.10,2.07,7.10,0.20,234.48,359.00,0.00,228.43,359.00,0.00,157.57,359.00,0.00,15.76,19.10,11.70,984.62,985.80,982.90,16.32,19.90,11.90,52.62,74.30,33.40,0.06,1.45,0.00,52.61,1190.00,0.00,0.00,0.00,0.00,0.80,18.10,0.00,
2016-06-12 01:00:00+02,0.52,3.10,0.00,1.60,5.40,0.10,2.67,6.70,0.50,154.04,359.00,0.00,92.30,359.00,0.00,120.43,352.00,0.00,17.58,22.20,12.60,984.18,986.00,981.30,18.32,24.00,12.70,47.30,66.90,31.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-06-13 01:00:00+02,0.72,3.60,0.00,2.44,6.90,0.20,4.22,9.90,0.70,117.04,359.00,0.00,79.91,163.00,5.00,139.48,288.00,44.00,18.15,22.40,12.70,977.75,981.30,974.70,18.81,23.80,12.80,51.55,67.80,36.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-06-14 01:00:00+02,0.51,3.50,0.00,1.57,5.50,0.20,2.67,7.30,0.50,151.17,359.00,0.00,105.30,359.00,0.00,136.91,356.00,0.00,18.18,22.30,13.60,973.94,974.80,973.00,18.94,24.20,13.70,58.71,74.20,43.50,0.09,0.24,0.00,363.30,990.00,0.00,0.01,3.00,0.00,1.21,3.20,0.00,
2016-06-15 01:00:00+02,0.49,3.50,0.00,1.38,5.00,0.10,2.26,7.40,0.30,191.83,358.00,0.00,239.78,359.00,0.00,214.91,359.00,0.00,18.17,25.80,12.40,974.88,979.00,973.30,18.89,27.70,12.40,65.03,84.70,29.30,0.58,3.27,0.00,1344.87,7340.00,0.00,0.14,5.20,0.00,1.48,5.30,0.00,
2016-06-16 01:00:00+02,0.59,3.40,0.00,1.63,5.10,0.20,2.68,7.30,0.60,161.48,358.00,0.00,202.74,357.00,8.00,226.09,359.00,0.00,20.94,26.70,13.30,980.46,981.90,978.50,21.56,27.60,13.30,54.83,83.80,33.30,0.22,3.27,0.00,391.57,7340.00,0.00,0.02,4.80,0.00,1.30,24.60,0.00,
2016-06-17 01:00:00+02,1.08,6.60,0.00,3.56,9.90,0.10,6.15,18.10,0.40,157.13,358.00,0.00,198.91,357.00,1.00,223.87,359.00,0.00,22.79,30.60,15.60,978.64,987.40,973.40,23.19,31.30,15.50,49.58,76.00,30.60,0.74,1.77,0.00,645.91,1730.00,0.00,0.06,22.70,0.00,11.49,24.60,0.00,
2016-06-18 01:00:00+02,0.71,4.70,0.00,2.07,7.40,0.10,3.35,10.30,0.40,213.61,358.00,3.00,259.00,359.00,0.00,229.39,359.00,0.00,19.95,25.40,13.10,990.00,991.00,987.50,20.52,26.10,13.40,44.44,70.40,23.20,0.06,1.47,0.00,57.04,1290.00,0.00,0.00,0.00,0.00,1.01,22.80,0.00,
2016-06-19 01:00:00+02,0.66,3.80,0.00,2.05,6.70,0.10,3.47,9.70,0.40,169.52,359.00,0.00,149.26,359.00,0.00,159.61,359.00,0.00,20.80,26.90,12.50,991.40,993.00,989.40,21.49,28.20,12.70,50.83,78.00,28.30,0.59,10.24,0.00,258.87,5150.00,0.00,0.23,53.80,0.00,4.99,61.10,0.00,
2016-06-20 01:00:00+02,0.53,3.00,0.00,1.61,4.90,0.10,2.69,6.90,0.40,217.09,356.00,23.00,272.52,359.00,1.00,214.78,359.00,0.00,18.23,21.40,16.40,991.46,994.50,989.50,18.57,23.00,16.50,72.77,82.00,58.40,1.58,11.44,0.03,5495.43,7350.00,50.00,0.11,9.00,0.00,6.16,61.10,2.10,
2016-06-21 01:00:00+02,0.61,4.20,0.00,1.98,6.50,0.10,3.34,9.20,0.30,193.52,359.00,0.00,229.35,357.00,6.00,216.04,359.00,0.00,21.56,26.50,16.60,995.00,998.00,993.50,22.18,27.50,16.70,56.46,80.10,37.20,0.07,1.52,0.00,324.91,7350.00,0.00,0.00,0.00,0.00,0.17,3.90,0.00,
2016-06-22 01:00:00+02,0.38,2.60,0.00,1.14,4.10,0.10,1.93,7.40,0.30,186.00,359.00,0.00,157.13,359.00,0.00,158.57,359.00,0.00,22.71,28.50,15.90,998.52,999.70,997.50,23.55,30.10,16.00,53.76,76.90,35.50,0.00,0.01,0.00,4.96,20.00,0.00,0.00,0.70,0.00,0.17,0.70,0.00,
2016-06-23 01:00:00+02,0.51,3.00,0.00,1.44,4.50,0.10,2.39,7.10,0.30,178.08,359.00,0.00,124.00,359.00,0.00,127.25,359.00,0.00,24.96,30.60,18.20,997.67,999.10,996.00,25.77,32.50,18.20,54.40,76.60,35.30,0.00,0.02,0.00,2.71,20.00,0.00,0.00,1.00,0.00,0.22,1.00,0.00,
2016-06-24 01:00:00+02,0.47,3.60,0.00,1.51,6.40,0.10,2.57,9.30,0.30,146.65,359.00,0.00,122.35,359.00,0.00,151.91,358.00,0.00,27.61,33.90,21.10,993.09,996.00,990.70,28.57,35.50,21.10,51.23,78.20,31.60,0.05,0.06,0.00,16.65,20.00,0.00,0.00,3.20,0.00,2.64,3.20,0.00,
2016-06-25 01:00:00+02,0.50,3.50,0.00,1.58,6.90,0.10,2.68,12.80,0.20,162.65,358.00,0.00,194.83,359.00,0.00,196.65,359.00,0.00,27.38,34.90,20.70,988.20,990.70,985.10,28.11,36.00,20.80,48.63,73.40,26.20,0.05,0.06,0.00,484.17,650.00,0.00,0.00,0.70,0.00,0.74,3.20,0.00,
2016-06-26 01:00:00+02,0.70,4.90,0.00,2.21,12.40,0.10,3.74,18.40,0.40,209.35,358.00,2.00,263.87,359.00,2.00,227.83,359.00,0.00,22.21,30.00,17.50,987.99,991.30,985.90,22.84,31.90,17.70,66.32,84.30,42.30,5.58,11.63,0.00,1407.96,2870.00,0.00,0.50,73.10,0.00,35.47,73.10,0.00,
2016-06-27 01:00:00+02,0.53,2.90,0.00,1.54,5.00,0.20,2.53,6.90,0.50,227.83,359.00,0.00,225.83,359.00,0.00,147.35,359.00,0.00,18.28,21.10,16.00,990.24,991.00,989.50,18.66,22.20,16.10,67.11,81.40,47.40,0.94,11.63,0.00,919.35,3850.00,0.00,0.06,5.70,0.00,7.21,73.10,0.00,
